,Raft,Nutrients,Mixing,Spores,Bag,Day,NDay,UA,UJ,UM,MA,MJ,MM,Chaob,UninfEggRatio,InfEggRatio,EdChl,TotChl,TP,TN,SizeUninf,SESizeUninf,SizeInf,SESizeInf,C,N,P,CN,CP,NP,Light,SRP,ad320,InfDensity,UninfDensity,TotalDensity,PropJuv,PrevTotal,PrevAdult,InfCount,UninfCount,AdultCount,TotalCount,Trt,LogTotDens,LogUninfDens,LogInfDens,LogTotChl,LogEdChl,InedChl,LogInedChl,PropInedChl,LogTP,LogTN,LogC,LogN,LogP
342,3,High,No,No,22,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.6303191,35.39893617,4.820323657,8.026175117,130.3409128,16.23948031,1.576829374,11.82752458,0.2716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High No No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49565199073459,3.56668176799325,1.57284107456332
343,3,Low,Mix,Spores,23,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.75,95.8,7.674433756,8.250333888,227.7449774,27.60433463,1.695181269,2.99955778,0.2891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low Mix Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51877848837877,4.56226268497681,2.03789451303168
344,3,High,Mix,No,24,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911.2777778,130.7407407,12.71190386,8.128442652,184.8697286,22.74356067,1.740972916,3.243424266,0.2841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High Mix No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81484776604071,4.8732162836114,2.54253886627315
345,4,Low,No,Spores,25,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.8513514,36.91891892,3.67046635,7.702712687,171.3284726,22.24261498,1.248347671,2.609371402,0.2368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low No Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49655882407222,3.60872412751579,1.30031872483835
346,4,High,No,No,26,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.7820513,34.56410256,3.08184892,7.077999865,175.5426323,24.80116356,0.825478019,9.22628206,0.2667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High No No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34606914082486,3.54281564522391,1.12552971557959
347,4,Low,Mix,No,27,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.251269,34.21319797,2.855984092,9.518510482,252.1534966,26.49085664,1.540608225,4.966747435,0.2561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low Mix No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63211198225411,3.53261147518172,1.04941647443381
348,4,High,Mix,Spores,28,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.2151899,53.41772152,12.37881027,6.204823509,59.20985559,9.542552742,1.468604969,9.648983969,0.2559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High Mix Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64973166215871,3.97814255458199,2.51598616166915
349,4,Low,No,No,29,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.9308357,30.69164265,4.15641795,7.482747637,122.1856309,16.32897926,1.274066057,3.617352878,0.2264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low No No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28285257927497,3.42399039114846,1.42465363362816
350,4,Low,Mix,Spores,30,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.0102302,21.79028133,2.926629204,9.152226545,150.6884664,16.46467837,1.422584079,4.625334354,0.2382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low Mix Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14172338044417,3.08146405984152,1.07385131844141
351,4,High,No,Spores,31,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.1594203,113.1014493,12.70893187,6.86874686,135.1744919,19.67964385,1.670937322,3.243424266,0.2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High No Spores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50152901171582,4.72828519736358,2.5423050431176
352,4,High,Mix,No,32,31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.0284974,38.16062176,5.944282682,7.457488822,105.8684891,14.19626521,1.340041854,8.738549087,0.2554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High Mix No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49728501109642,3.6418041399484,1.78242986382165
353,1,Low,Mix,Spores,1,32,12,102,906,458,491,257,4,0,0.585365854,0.227272727,4.09,5.6,12.2335568,777.9909,1.4,0.027325202,1.344,0.034615347,NA,NA,NA,NA,NA,NA,NA,NA,NA,56655.3927598131,110447.880034423,167103.272794236,0.524346257889991,0.339044183949504,0.827993254637437,752,1466,593,2218,Low Mix Spores,12.0263673002339,11.6122990147702,10.9447424562734,1.7227665977411,1.40854497005471,1.51,0.412109650826833,0.269642857142857,2.50418273325555,6.65671482745189,NA,NA,NA
354,1,High,Mix,No,2,32,12,1175,3018,233,0,0,0,0,0.496855346,NA,6.14,26.91,40.01426592,1384.6016,1.432,0.018427033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,333453.149408156,333453.149408156,0.681879801174876,0,0,0,4426,1175,4426,High Mix No,12.7172576529346,12.7172576529346,4.3220061323236,3.29249796473881,1.81482474215905,20.77,3.03350963788802,0.771832032701598,3.68923603853016,7.23316772381165,NA,NA,NA
356,1,High,No,No,4,32,12,1011,1228,228,0,0,0,0,0.800947867,NA,3.34,5.65,37.71429847,1488.9602,1.382,0.02412007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,185862.837684121,185862.837684121,0.497770571544386,0,0,0,2467,1011,2467,High No No,12.132764248853,12.132764248853,4.3220061323236,1.73165554515835,1.20597080698861,2.31,0.837247524533702,0.408849557522124,3.63003929231064,7.30583330297822,NA,NA,NA
357,1,Low,Mix,No,5,32,12,695,1286,385,0,0,0,0,0.507042254,NA,4.34,6.87,11.85324722,947.41,1.406,0.027006172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,178253.536262923,178253.536262923,0.543533389687236,0,0,0,2366,695,2366,Low Mix No,12.0909621768619,12.0909621768619,4.3220061323236,1.92716410623426,1.46787434811231,2.53,0.928219302739429,0.368267831149927,2.47260185704682,6.85373194563766,NA,NA,NA
358,1,High,Mix,Spores,6,32,12,302,1898,269,593,974,3,0,0.458333333,0.326923077,2.94,4.77,27.77191953,1232.2632,1.402,0.023935097,1.404,0.016812694,NA,NA,NA,NA,NA,NA,NA,NA,NA,118283.200309716,186013.516920184,304296.717229901,0.711067095815796,0.388710076751671,0.662569832402235,1570,2469,895,4039,High Mix Spores,12.625758547887,12.1335746216688,11.680837030666,1.56234630490025,1.07840958135059,1.83,0.604315966853329,0.383647798742138,3.32402542136414,7.1166077576401,NA,NA,NA
359,1,Low,No,No,7,32,12,834,915,553,0,0,0,0,0.412162162,NA,2.15,3.42,17.78857315,878.5225,1.374,0.016878652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,173431.800708896,173431.800708896,0.39748045178106,0,0,0,2302,834,2302,Low No No,12.0635397216054,12.0635397216054,4.3220061323236,1.22964055107451,0.765467842139571,1.27,0.2390169004705,0.371345029239766,2.87855629328969,6.77824151913754,NA,NA,NA
360,1,High,No,Spores,8,32,12,162,367,306,242,147,6,0,0.697674419,0.489795918,1.75,3.89,28.87159331,1364.0212,1.322,0.021176507,1.36,0.037594326,NA,NA,NA,NA,NA,NA,NA,NA,NA,29759.1491225082,62908.5810564415,92667.7301789497,0.417886178861789,0.321138211382114,0.599009900990099,395,835,404,1230,High No Spores,11.4367755806901,11.0494378571745,10.3008918972247,1.35840915763035,0.559615787935423,2.14,0.76080582903376,0.55012853470437,3.36285818127564,7.21819238080462,NA,NA,NA
362,2,Low,No,Spores,10,32,12,30,260,56,55,44,5,1,0.433333333,0.214285714,22.79,113.76,64.69106772,1358.8522,1.246,0.038186676,1.224,0.035125173,NA,NA,NA,NA,NA,NA,NA,NA,NA,7835.32027529331,26067.5078389566,33902.8281142499,0.675555555555556,0.231111111111111,0.647058823529412,104,346,85,450,Low No Spores,10.431253715088,10.1684449073813,8.96639703146497,4.73409096605493,3.12632184325759,90.97,4.51052978183397,0.799665963431786,4.16962313509823,7.21439565179818,NA,NA,NA
363,2,High,Mix,Spores,11,32,12,175,814,75,306,97,0,2,0.538461538,0.377777778,6.62,26.61,38.86596755,1183.2064,1.362222222,0.037333995,1.266,0.028448784,NA,NA,NA,NA,NA,NA,NA,NA,NA,30361.8660667616,80161.3535856931,110523.219652455,0.620995228357192,0.274710293115201,0.636174636174636,403,1064,481,1467,High Mix Spores,11.6129809104666,11.2917968022252,10.3209426942703,3.2812870849896,1.89009536994892,19.99,2.99523214851231,0.751221345358888,3.66011899752218,7.07598332044214,NA,NA,NA
364,2,Low,Mix,No,12,32,12,726,633,247,0,0,0,0,1.012987013,NA,10.36,50.38,26.11973837,NA,1.326,0.046576103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,120995.426558856,120995.426558856,0.39414694894147,0,0,0,1606,726,1606,Low Mix No,11.7035080268303,11.7035080268303,4.3220061323236,3.91959427092446,2.33795223683134,40.02,3.68937932915559,0.794362842397777,3.26269128789558,NA,NA,NA,NA
365,2,High,No,Spores,13,32,12,402,1654,521,410,478,3,2,0.909090909,0.409090909,1.92,4.26,24.44140926,1245.439,1.36,0.029664794,1.326,0.037953188,NA,NA,NA,NA,NA,NA,NA,NA,NA,67127.5996662148,194150.195667604,261277.795333819,0.614763552479815,0.256920415224913,0.504926108374384,891,2577,812,3468,High No Spores,12.473339470224,12.176387342976,11.1143505597944,1.44926916028128,0.65232518603969,2.34,0.85015092936961,0.549295774647887,3.19627879467046,7.12724335718812,NA,NA,NA
367,2,High,Mix,No,15,32,12,1143,1514,642,0,0,0,0,0.959770115,NA,12.26,43.75,34.90450605,NA,1.394,0.031839877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,248545.399886468,248545.399886468,0.458926947559867,0,0,0,3299,1143,3299,High Mix No,12.4233808035522,12.4233808035522,4.3220061323236,3.77849161280362,2.50634193050807,31.49,3.44967003511293,0.719771428571429,3.55261593405451,NA,NA,NA,NA
368,2,Low,Mix,Spores,16,32,12,93,416,106,144,45,0,0,0.343283582,0.265306122,3.31,11.57,16.97208872,848.53797,1.292,0.013063945,1.308,0.023701852,NA,NA,NA,NA,NA,NA,NA,NA,NA,14239.187807985,46333.8650894748,60573.0528974598,0.573383084577114,0.235074626865672,0.607594936708861,189,615,237,804,Low Mix Spores,11.0116054015026,10.7436284001301,9.56375314738324,2.44841554120559,1.19694818938897,8.26,2.11142458753289,0.713915298184961,2.83157015475984,6.74351483323109,NA,NA,NA
369,3,Low,No,No,17,32,12,98,270,15,0,0,0,2,0,NA,9.19,37.99,24.24484819,741.3244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,28855.0737061282,28855.0737061282,0.704960835509138,0,0,0,383,98,383,Low No No,10.2700411215042,10.2700411215042,4.3220061323236,3.63732296719953,2.2181159363676,28.8,3.3603753871419,0.758094235325086,3.1882041490405,6.60843831627005,NA,NA,NA
370,3,High,No,Spores,18,32,12,1221,1406,118,520,291,0,0,0.67826087,0.647058824,2.6,5.54,28.78087281,1243.6208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61100.4302236815,206807.251496924,267907.681720606,0.477221597300337,0.228065241844769,0.298678920160827,811,2745,1741,3556,High No Spores,12.4983977289574,12.2395424862672,11.020274186439,1.71199450075919,0.955511445027436,2.94,1.07840958135059,0.530685920577617,3.35971102796254,7.12578240367998,NA,NA,NA
371,3,Low,Mix,No,19,32,12,668,1222,58,0,0,0,0,0.244444444,NA,5.66,36.53,35.13130728,953.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,146761.575925686,146761.575925686,0.627310061601643,0,0,0,1948,668,1948,Low Mix No,11.8965646165261,11.8965646165261,4.3220061323236,3.59813384080719,1.73342389221509,30.87,3.42978483851407,0.845058855735012,3.55909267822413,6.85981215597203,NA,NA,NA
374,3,High,No,No,22,32,12,972,1696,144,0,0,0,0,0.973684211,NA,10.37,46.23,54.78169309,1482.6034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,211855.005905046,211855.005905046,0.603129445234708,0,0,0,2812,972,2812,High No No,12.2636573852542,12.2636573852542,4.3220061323236,3.83362893800013,2.33891702224144,35.86,3.57962246817699,0.775686783473935,4.0033560704402,7.30155487548857,NA,NA,NA
375,3,Low,Mix,Spores,23,32,12,106,378,169,215,114,3,0,0.823529412,0.555555556,9.97,43.94,41.70854298,1033.5822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25012.7531865133,49196.7705746782,74209.5237611914,0.499492385786802,0.337055837563452,0.669781931464174,332,653,321,985,Low Mix Spores,11.2146477734957,10.8035832616,10.1271411012401,3.78282506695646,2.29958058397375,33.97,3.52547778217249,0.773099681383705,3.73070597544815,6.94078591151782,NA,NA,NA
376,3,High,Mix,No,24,32,12,1050,1001,32,0,0,0,1,1.125,NA,30.44,150.89,96.46892286,1450.886593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,156932.424359961,156932.424359961,0.480556889102256,0,0,0,2083,1050,2083,High Mix No,11.9635705735846,11.9635705735846,4.3220061323236,5.01655109452556,3.41575753299349,120.45,4.79123472906088,0.798263635761151,4.56922091357643,7.27993009200751,NA,NA,NA
377,4,Low,No,Spores,25,32,12,412,334,215,330,89,2,0,0.550724638,0.612244898,2.87,4.84,13.88759198,825.6205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31717.9791913316,72401.3729284314,104119.352119763,0.306078147612156,0.304630969609262,0.444743935309973,421,961,742,1382,Low No Spores,11.5532931366512,11.1899805412939,10.364638966006,1.57691472072854,1.05431202977153,1.97,0.678033542749897,0.40702479338843,2.63099577816614,6.71613522484538,NA,NA,NA
378,4,High,No,No,26,32,12,901,1614,22,0,0,0,0,0.372093023,NA,1.51,3.15,27.3595851,1604.5526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,191136.610946338,191136.610946338,0.636184469846275,0,0,0,2537,901,2537,High No No,12.1607436919229,12.1607436919229,4.3220061323236,1.14740245283754,0.412109650826833,1.64,0.494696241836107,0.520634920634921,3.30906692816568,7.38060024281095,NA,NA,NA
379,4,Low,Mix,No,27,32,12,1534,2324,24,0,0,0,0,0.263157895,NA,1.94,7.5,20.64626866,909.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,292468.397198929,292468.397198929,0.59866048428645,0,0,0,3882,1534,3882,Low Mix No,12.5861118960526,12.5861118960526,4.3220061323236,2.01490302054226,0.662687973075237,5.56,1.71559810826249,0.741333333333333,3.02753460864884,6.81326326438936,NA,NA,NA
380,4,High,Mix,Spores,28,32,12,109,863,381,319,268,5,0,0.648648649,0.444444444,1.98,3.95,29.86951872,1219.0874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44601.0538747465,101934.503196845,146535.557071591,0.581491002570694,0.304370179948586,0.745327102803738,592,1353,428,1945,High Mix Spores,11.8950233883761,11.5320857604944,10.7055127672076,1.37371557891303,0.683096844706444,1.97,0.678033542749897,0.49873417721519,3.39683851961077,7.10585782502429,NA,NA,NA
381,4,Low,No,No,29,32,12,917,1190,48,0,0,0,0,0.325581395,NA,2.02,3.77,16.63944692,822.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,162356.876858241,162356.876858241,0.552204176334107,0,0,0,2155,917,2155,Low No No,11.9975521348614,11.9975521348614,4.3220061323236,1.32707500145992,0.703097511413113,1.75,0.559615787935423,0.464190981432361,2.8117761968599,6.71193502331682,NA,NA,NA
382,4,Low,Mix,Spores,30,32,12,338,1279,239,485,299,1,0,0.718446602,0.409638554,1.7,3.97,14.90063748,872.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59141.6001548581,139830.331066773,198971.931221631,0.597500946611132,0.297235895494131,0.589307411907655,785,1856,823,2641,Low Mix Spores,12.2009190446207,11.8481850456697,10.987689850106,1.3787660946991,0.53062825106217,2.27,0.819779831493311,0.571788413098237,2.70140399592883,6.7710875446042,NA,NA,NA
383,4,High,No,Spores,31,32,12,41,176,61,89,96,0,0,1.263157895,0.714285714,13.49,68.06,42.7064684,1107.198545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13937.8293358583,20944.4138128033,34882.2431486616,0.587473002159827,0.399568034557235,0.684615384615385,185,278,130,463,High No Spores,10.4597331864098,9.94962724601424,9.54236195740192,4.22038966907276,2.60194867021966,54.57,3.99948428119814,0.801792535997649,3.75435039353944,7.00958827073682,NA,NA,NA
384,4,High,Mix,No,32,32,12,755,1197,0,0,0,0,0,0.84375,NA,2.58,6.01,26.86062239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,147062.934397813,147062.934397813,0.613217213114754,0,0,0,1952,755,1952,High Mix No,11.8986158992966,11.8986158992966,4.3220061323236,1.79342474854712,0.947789398933526,3.43,1.23256026117785,0.570715474209651,3.29066136245731,NA,NA,NA,NA
385,1,Low,Mix,Spores,1,35,13,13,462,364,101,96,9,0,0.615384615,0.274193548,6.98,10.12,12.79611943,811.9456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15519.9613145233,63209.9395285681,78729.9008430914,0.533971291866029,0.197129186602871,0.885964912280702,206,839,114,1045,Low Mix Spores,11.2737782967225,11.0542168387908,9.64988230111318,2.31451366385932,1.94304891677428,3.14,1.14422279992016,0.310276679841897,2.54914195542915,6.69943334284352,NA,NA,NA
386,1,High,Mix,No,2,35,13,1036,1291,496,0,0,0,0,0.303030303,NA,2.7,3.46,26.79834258,1482.6752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,212683.741703394,212683.741703394,0.457314913212894,0,0,0,2823,1036,2823,High Mix No,12.2675615605771,12.2675615605771,4.3220061323236,1.24126858906963,0.993251773010283,0.76,-0.274436845701761,0.219653179190751,3.28834004157454,7.30160330264143,NA,NA,NA
388,1,High,No,No,4,35,13,366,444,146,0,0,0,0,1.033333333,NA,2.11,3.61,37.99652618,1654.8178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,72024.6748382731,72024.6748382731,0.464435146443515,0,0,0,956,366,956,High No No,11.184764045375,11.184764045375,4.3220061323236,1.28370777234479,0.746687947487975,1.5,0.405465108108164,0.415512465373961,3.63749473923187,7.4114461911163,NA,NA,NA
389,1,Low,Mix,No,5,35,13,624,1078,496,0,0,0,0,1.066666667,NA,2.21,3.7,12.47257641,829.6009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,165596.480433603,165596.480433603,0.490445859872611,0,0,0,2198,624,2198,Low Mix No,12.0173092672872,12.0173092672872,4.3220061323236,1.30833281965018,0.792992515529661,1.49,0.398776119957368,0.402702702702703,2.5235323470121,6.7209447417749,NA,NA,NA
390,1,High,Mix,Spores,6,35,13,240,1136,165,444,689,3,0,0.760869565,0.243589744,15.95,18.91,35.33628353,1335.5648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85585.8060839731,116098.351386798,201684.157470771,0.681733283526335,0.424355621964886,0.649122807017544,1136,1541,684,2677,High Mix Spores,12.214458175844,11.6621929676437,11.3572747316047,2.93969088267037,2.76945882923085,2.96,1.08518926833597,0.156530936012692,3.56491029809043,7.19710955252603,NA,NA,NA
391,1,Low,No,No,7,35,13,453,793,548,0,0,0,0,0.675675676,NA,2.32,4.36,11.26827737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,135159.27474881,135159.27474881,0.442028985507246,0,0,0,1794,453,1794,Low No No,11.8142091749423,11.8142091749423,4.3220061323236,1.47247205736094,0.841567185678219,2.04,0.712949807856125,0.467889908256881,2.42199146543711,NA,NA,NA,NA
392,1,High,No,Spores,8,35,13,63,314,150,336,160,9,0,0.694444444,0.212121212,2.27,4.49,25.61201816,1347.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38046.5071059915,39703.9787026882,77750.4858086797,0.459302325581395,0.489341085271318,0.842105263157895,505,527,399,1032,High No Spores,11.2612600783651,10.589206680865,10.546564561599,1.50185270175416,0.819779831493311,2.22,0.797507195884188,0.494432071269488,3.24306170069894,7.20624671914984,NA,NA,NA
394,2,Low,No,Spores,10,35,13,33,334,26,61,90,6,0,0.666666667,0.327868852,44.52,173.81,94.29301258,1415.2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11828.3200309716,29608.4698864449,41436.7899174165,0.770909090909091,0.285454545454545,0.648936170212766,157,393,94,550,Low No Spores,10.6319244105501,10.2958157441929,9.37825193767191,5.15796274857539,3.79593852640734,129.29,4.86205794326646,0.743858236004833,4.54640708912097,7.25506119028115,NA,NA,NA
395,2,High,Mix,Spores,11,35,13,58,672,310,218,268,10,0,0.941176471,0.353846154,16.28,67.74,44.68308204,1249.7504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37368.4505437065,78353.2027529331,115721.65329664,0.611979166666667,0.322916666666667,0.789855072463768,496,1040,276,1536,High Mix Spores,11.6589430460312,11.268982124459,10.5285820590485,4.21567684738963,2.78993736057439,51.46,3.9408048068536,0.759669323885444,3.79959495212636,7.13069913035764,NA,NA,NA
396,2,Low,Mix,No,12,35,13,168,197,209,0,0,0,0,1.322580645,NA,26.76,52.86,20.43532975,788.4052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,43244.9407501765,43244.9407501765,0.343205574912892,0,0,0,574,168,574,Low Mix No,10.6746355286432,10.6746355286432,4.3220061323236,3.96764690917614,3.28690823526003,26.1,3.26193531432865,0.493757094211124,3.01726525341651,6.67001217089355,NA,NA,NA
397,2,High,No,Spores,13,35,13,180,715,235,300,152,1,0,0.363636364,0.088888889,2.28,4.02,32.35249785,1472.2828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34128.8469683449,85133.7683757831,119262.615344128,0.547694251421352,0.286165508528111,0.625,453,1130,480,1583,High No Spores,11.6890831922046,11.35197904403,10.4378982578066,1.39128190263093,0.824175442966349,1.74,0.553885113226438,0.432835820895522,3.47669123125823,7.29456940040144,NA,NA,NA
399,2,High,Mix,No,15,35,13,345,444,483,0,0,0,1,1.815789474,NA,49.38,73.87,34.81501977,970.60546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,95831.9941362797,95831.9941362797,0.349056603773585,0,0,0,1272,345,1272,High Mix No,11.4703518762237,11.4703518762237,4.3220061323236,4.30230679154065,3.89954548391703,24.49,3.19826487096408,0.331528360633545,3.55004889625303,6.87792006234165,NA,NA,NA
400,2,Low,Mix,Spores,16,35,13,36,908,332,127,180,10,0,0.28125,0.153846154,8.04,17.15,12.09480015,842.4948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23882.6589160383,96133.3526084063,120016.011524445,0.682988072818581,0.198995605775267,0.779141104294479,317,1276,163,1593,Low Mix Spores,11.6953804422336,11.4734915962283,10.0809079062009,2.84199817361195,2.08442908319087,9.11,2.20937271127187,0.531195335276968,2.49277562056872,6.73636749010064,NA,NA,NA
401,3,Low,No,No,17,35,13,189,276,243,0,0,0,2,0.55,NA,33.9,83.54,26.72317217,NA,1.322,0.040271302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,53340.4495664198,53340.4495664198,0.389830508474576,0,0,0,708,189,708,Low No No,10.8844502260173,10.8844502260173,4.3220061323236,4.42532555906903,3.5234150143864,49.64,3.90479696033641,0.594206368206847,3.28553106055904,NA,NA,NA,NA
402,3,High,No,Spores,18,35,13,395,527,224,248,121,0,0,0.156862745,0.090909091,2.99,6.23,24.3000676,1321.582,1.356,0.030081371,1.404,0.025612497,NA,NA,NA,NA,NA,NA,NA,NA,NA,27800.3190536849,86339.2022642897,114139.521317975,0.427722772277228,0.243564356435644,0.385692068429238,369,1146,643,1515,High No Spores,11.6451768502671,11.3660390295983,10.2328027763641,1.82937633279936,1.0952733874026,3.24,1.17557332980424,0.520064205457464,3.19047913223564,7.18658478281924,NA,NA,NA
403,3,Low,Mix,No,19,35,13,630,763,201,0,0,0,6,0.3,NA,14.64,20.93,28.66165582,872.7968,1.452,0.036049349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,120091.351142476,120091.351142476,0.478670012547051,0,0,0,1594,630,1594,Low Mix No,11.6960079916738,11.6960079916738,4.3220061323236,3.04118353645791,2.68375750853317,6.29,1.83896107071235,0.300525561395127,3.35556019532988,6.771702768151,NA,NA,NA
406,3,High,No,No,22,35,13,885,1007,432,0,0,0,1,0.619047619,NA,2.85,5.09,43.95413798,1339.336,1.458,0.041144731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,175089.272305593,175089.272305593,0.433304647160069,0,0,0,2324,885,2324,High No No,12.0730512502954,12.0730512502954,4.3220061323236,1.62727783056243,1.04731899428056,2.24,0.806475865866948,0.44007858546169,3.78314677169006,7.19992924774511,NA,NA,NA
407,3,Low,Mix,Spores,23,35,13,42,191,165,90,43,15,0,0.738095238,0.29787234,38.21,88.76,25.86162388,859.735,1.192,0.013399834,1.248,0.020912516,NA,NA,NA,NA,NA,NA,NA,NA,NA,11150.2634686866,29985.1679766032,41135.4314452899,0.428571428571429,0.271062271062271,0.681818181818182,148,398,132,546,Low Mix Spores,10.6246251080685,10.308458137608,9.31921840608771,4.48593609806439,3.64309726145881,50.55,3.92296294546648,0.569513294276701,3.25276016642246,6.75662420222793,NA,NA,NA
408,3,High,Mix,No,24,35,13,261,408,180,0,0,0,0,0.9,NA,61.55,185.42,99.45220703,1745.4986,1.378,0.047837689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,63963.3357088848,63963.3357088848,0.480565371024735,0,0,0,849,261,849,High Mix No,11.0660653186349,11.0660653186349,4.3220061323236,5.22262352217884,4.11984985263046,123.87,4.81923262856611,0.668050911444289,4.5996771974117,7.46479552448232,NA,NA,NA
